¿Í»§,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98
22,85.33896547,41.92644969,33.91882205,16.30928333,22.32586719,13.24868597,11.86477223,19.83960236,26.70214926,32.62721109,13.26322471,17.81339867,29.60626095,27.84147024,15.45284,15.02847134,36.85827884,52.64584204,44.50668274,28.07983275,26.85317299,74.36170081,0,15.07055759,41.92336479,39.05253568,25.85411788,26.36444316,43.13788995,58.0328834,70.33871682,21.16567842,46.5852637,1.805348141,27.52566284,34.32102566,52.3438889,75.92464162,37.74406612,25.91632928,59.64723342,63.59918025,3.566663032,41.46702309,40.33554739,31.99496058,29.29896414,76.82833872,30.47853001,51.08735077,13.3852894,36.01921973,4.68813278,44.53906535,24.42828196,32.32148548,58.25520844,64.3723949,50.71808214,28.2127772,80.33681777,48.2559777,23.9893622,69.12548847,41.23367031,76.88538889,24.46633428,46.67293091,62.62099027,63.51180057,19.17523614,39.0199721,88.48687431,36.98647541,19.46143044,35.81595152,25.73126864,21.80510627,19.12127448,21.55083831,38.55712646,32.91238168,25.54729877,56.49574802,35.94689404,22.59605008,36.42969908,20.23055963,48.58479022,16.89046614,38.65777518,16.42716625,59.62293094,21.39298362,52.98092622,11.68040792,39.78388405,26.57808196,25.5571938
23,75.4291583,58.68717206,34.13715224,36.66430992,46.58137812,28.03987763,26.60396067,39.35430438,57.23239895,44.16200262,26.64933846,26.22938845,34.11194885,37.32678486,40.11480597,31.24948616,42.42473495,82.73820013,52.46562641,15.36522624,33.08195662,82.46141743,15.07055759,0,65.09456744,64.00619456,17.20043947,15.84308661,42.96374595,73.48143232,66.15291592,47.98164555,41.23570023,10.7974222,56.58172419,35.08010495,70.15388894,89.82528522,43.84818591,11.59911481,34.83077521,93.51378543,7.158728858,53.25712001,67.93660169,46.72432912,17.43071922,70.65641473,40.83702524,113.0036574,18.64736071,39.694626,10.73091846,61.28330372,17.59630818,30.02809235,46.16999949,94.83345831,47.93765773,44.02557007,60.49403187,39.59620117,22.16125296,76.05024147,73.86519975,60.21535649,33.68765131,34.30910183,90.16618814,75.57158474,14.54279011,32.63230232,83.24985429,32.62836815,27.67968063,55.90646546,46.21569316,16.23704428,19.02569873,20.89706,52.63377721,29.31666967,44.60061153,96.60133641,29.11151529,27.54489636,64.4584945,29.91659996,70.53327727,23.15237519,32.73224864,14.51525427,58.56587397,22.63228148,43.69580439,11.45170467,46.84161347,30.67465933,14.76686536
24,47.09128,51.74332757,50.55664573,33.06957626,35.26928625,49.24233054,64.86490254,26.56383745,54.02128918,31.31695659,41.72314369,35.08903813,63.51824195,40.68656963,38.60122473,34.5601943,79.50110552,92.85758285,24.67327731,46.36260158,73.84130361,35.86233108,41.92336479,65.09456744,0,56.63736474,81.07967015,73.57434229,97.53227141,16.48710717,61.26070508,71.32417868,115.9595553,34.82689257,76.74355395,96.89161575,6.449594623,99.5636462,18.69294431,52.12468051,14.26919665,51.77010291,60.84179676,99.06667386,91.40802642,65.99181003,84.19811141,44.19385879,38.91105664,63.81747551,35.84888033,23.06246299,52.94058956,61.04454739,70.56023598,21.47400024,140.8512685,76.39142575,73.16091221,38.70398722,71.5065889,65.86016642,39.60285341,13.53624307,105.3979826,35.66980143,75.04962859,83.91184086,39.52041172,31.15257724,62.99010924,25.61271456,31.62322529,21.62324766,23.05530529,87.63998605,81.80453145,70.94937407,54.22708356,74.13537236,8.285016462,58.4386261,104.4454159,52.24187936,28.79148724,81.68563401,85.14897629,74.80533186,52.8213352,48.8673853,31.04519709,60.38796658,46.1156809,76.02912553,115.2532276,62.93204964,19.02223107,86.45303004,73.13768401
25,33.7411554,8.489404125,19.69756771,31.57748574,22.23025707,37.35059845,37.68719879,22.09376253,11.53133395,5.343424225,29.56278206,16.46826971,14.56984506,6.276207009,22.08088513,20.34412073,25.92063809,36.66298488,19.524049,76.02960842,23.42629625,38.82034142,39.05253568,64.00619456,56.63736474,0,45.6237328,49.90536879,59.1460481,53.96994421,12.31745696,25.58876658,51.80649065,49.87973678,31.95531715,45.56526535,55.80377945,47.34639588,36.87359813,69.17478127,45.69609313,36.66814542,53.90245806,32.06328163,32.69604976,34.70390376,76.32322563,14.75365551,5.303832701,28.99995936,46.21091937,20.56409604,42.74874721,19.9276276,51.75903132,62.60606957,43.86734241,31.62452853,37.95094413,46.05213937,32.97241382,53.03266889,39.26560186,60.22614562,36.89243837,49.78512168,28.19814217,49.87421387,50.94955638,35.2522082,80.24392961,44.93644395,28.52781685,36.82393743,44.38931992,64.90612181,29.62921907,58.58762175,34.94045363,31.26548659,46.55713595,26.83463313,45.46348715,30.74305954,69.47906905,31.50346174,27.08653048,75.45582592,24.53314158,64.0721294,63.52374647,54.99075803,13.52988648,51.63785454,41.37851266,73.85625151,24.66423316,21.29391845,78.8406964
26,78.93787635,57.39788028,28.78546607,29.70397875,43.89266129,37.22377366,23.65969339,42.99929742,40.31188729,40.09054697,36.26285276,38.80754483,46.78935789,48.41168686,29.92646234,31.336371,40.3659472,49.09628972,49.69016235,26.71031124,34.35041086,101.8749107,25.85411788,17.20043947,81.07967015,45.6237328,0,3.462562898,37.50724195,62.44471532,54.17924954,34.25694832,15.91931577,16.34691976,44.74614218,11.22689082,63.79773938,71.45748515,75.72211006,20.05909686,69.97223249,87.99609741,19.31963924,39.27112834,44.85522936,27.32156797,7.29422682,70.79048756,61.01320381,106.4388483,50.19715966,69.0001263,14.17461996,35.20961067,5.568026058,71.56463922,41.25384657,103.2108893,62.97961746,39.6550497,95.48471713,15.71848762,36.07854164,64.98501366,57.44700735,84.94034144,23.35642707,21.58199707,69.36415405,87.93142716,16.81885558,57.56629174,90.74801635,34.73583863,39.77111816,32.10554762,37.86573537,14.17124994,27.14977033,18.76933808,86.00181092,40.08623508,34.11659455,67.22734097,36.69583613,24.47842661,46.80594621,12.59853112,66.0133848,31.09571345,78.51917988,5.583222713,56.1325611,8.271821621,37.41889055,4.252734296,56.86293926,20.08888733,31.98168316
27,78.40399572,36.16245447,28.23115146,32.47175328,38.13081664,24.75353592,30.41520068,44.88612158,35.487749,36.26051337,37.18571015,35.37872229,33.10367337,56.02570826,19.46309246,25.30311013,26.82390325,81.12398789,42.38792666,35.98460528,42.89780665,70.71407482,26.36444316,15.84308661,73.57434229,49.90536879,3.462562898,0,35.97014296,95.44558431,73.84022986,31.19512594,14.63137524,24.49389678,24.87464126,6.560107968,69.06377022,49.95000757,48.88749403,15.34445787,58.13624597,92.40386164,12.65479065,40.8400463,50.08140826,44.92482783,9.873978344,62.79779227,43.20728528,102.9337318,32.33279615,52.18874366,17.84304554,51.26002284,14.27172664,72.30184407,43.81804052,61.20767816,59.52260263,64.91722543,64.88517254,11.03035364,57.37135744,68.05253054,35.11417596,72.32733366,27.63274359,22.08482054,104.0586884,97.32783017,26.78572526,68.44477786,93.65387168,54.23068509,38.56422421,23.64890538,27.64078747,19.81639676,19.07990275,17.66532807,77.14614228,26.49400824,22.90537691,89.24740693,63.88060597,22.84921286,71.48635696,14.6471684,77.85931621,28.91615838,66.90000545,8.190984671,70.61938885,3.980777017,30.44504655,5.575112376,61.06168844,33.79491745,23.23109723
28,61.30190763,47.45894864,27.68144431,37.99457995,54.3753672,44.23573453,54.37448834,63.76246467,48.24240087,55.03510677,33.97867604,41.86298794,31.12256445,38.14654623,49.44104073,59.82687175,24.93638426,29.08185267,88.31139318,49.53237423,15.88435522,93.41433567,43.13788995,42.96374595,97.53227141,59.1460481,37.50724195,35.97014296,0,102.7336655,42.58934231,30.84815816,57.15547834,44.81117081,13.88806169,50.56275875,121.8544965,30.82403021,93.21579863,39.80636757,64.44105361,131.7936724,36.38115195,13.34873155,13.73536193,4.90644651,37.37564376,60.28334164,71.41086294,36.0537756,77.4042413,59.61156257,38.2515515,28.72515897,57.07309205,80.5162869,14.53508757,58.61407057,17.29643618,96.30903221,69.55544197,37.90312893,66.69187959,122.8974345,10.75725101,100.4765217,12.73233228,10.44508936,99.86347084,108.3896905,62.25511537,48.78579916,69.80338478,59.22823117,51.58316132,25.842443,25.29593846,44.89202341,39.31496497,22.47343892,109.9133386,17.89658383,12.74628456,65.21705449,68.23366132,21.71861829,28.45491446,36.35962226,71.67548358,68.33945188,86.9623555,43.83414804,66.94887142,43.57889447,8.456162118,48.67290192,59.7853853,28.86165714,61.75342085
29,50.3225523,28.13768605,61.80383849,60.06434733,34.98220776,58.4748206,40.18172968,36.15578429,41.34603393,54.03318924,48.84076212,49.65793623,48.97337092,35.10134442,54.30587116,42.20181145,54.23740391,100.4178716,37.63855199,74.58577774,69.6580041,8.057897424,58.0328834,73.48143232,16.48710717,53.96994421,62.44471532,95.44558431,102.7336655,0,78.72472512,79.52767811,70.73121023,58.36525648,77.34137611,100.3183558,26.72189307,99.89437326,25.02564187,87.66040577,39.4959601,13.56586431,57.70307876,85.91046443,79.00008672,104.560183,87.50584031,44.36040851,36.07743862,86.11679138,50.66652282,22.28868526,68.41002807,90.84959652,75.20907935,51.57376534,89.6192948,99.02209179,76.63867191,63.60863789,30.12520932,69.74942933,37.65145115,6.424537853,84.76143028,6.728392939,57.74993705,78.46047095,21.49957644,5.388759292,80.27801482,42.88673651,25.74956379,27.40962244,32.41384749,125.2247151,60.3719318,100.849138,77.93189954,61.35775032,12.52093127,91.30005444,96.97316056,48.95033583,69.50009742,74.41462839,70.49709267,101.7690436,28.94652134,80.59879498,49.80099026,100.4638227,48.45472776,73.89665425,97.30572833,86.64452173,20.67601667,92.23568802,101.0812571
30,16.50748644,19.81628019,29.19420114,44.45261688,34.52315466,45.19342249,45.94712663,26.73498078,19.61991559,13.98641154,29.25667438,24.96562885,23.6217001,19.99706624,38.89849333,25.75248087,19.53543799,20.83303624,23.90645806,82.58896665,30.97185066,75.65002764,70.33871682,66.15291592,61.26070508,12.31745696,54.17924954,73.84022986,42.58934231,78.72472512,0,31.88876646,89.01789817,39.61508576,29.04257236,63.249739,68.46557485,27.71072864,42.92006826,89.44830434,49.46655089,59.49754594,62.97008762,23.14247418,29.54435859,29.28880212,61.620706,19.07522656,17.78750794,19.84854127,69.10691419,27.55543601,75.36098204,11.2247431,77.37701915,57.24810008,55.09034303,30.037503,33.15918688,78.22495488,32.93957503,44.46875504,44.82450804,74.28853921,43.05310954,84.76236875,33.59669637,37.74989338,63.85070902,70.27992776,56.98864267,43.23175553,46.18138245,54.28532647,51.35215528,46.51434714,40.80614658,68.46306252,37.2369609,40.61684478,43.60641892,34.74200872,27.52441795,21.46801688,85.56094997,28.64258161,8.470961805,48.71554841,26.27666821,87.18934699,70.2180488,51.80232158,16.911676,58.74140125,53.84778784,83.4734369,37.08865204,30.10403238,103.0734575
31,52.60855025,18.82824366,15.11319454,14.00763494,35.78845991,28.50418718,17.49081519,44.18189076,22.53982942,18.03164948,20.71337411,12.76745501,13.42478971,32.2562744,15.06092336,12.74908942,6.77232286,43.63706717,52.63574313,41.58003556,12.3036484,81.31763785,21.16567842,47.98164555,71.32417868,25.58876658,34.25694832,31.19512594,30.84815816,79.52767811,31.88876646,0,43.69686598,22.22183923,5.166139217,39.18767384,87.60504597,35.5117298,37.29695965,53.47971862,47.23857366,68.88259564,32.95952553,19.18141161,17.22027038,15.6428045,29.02141494,29.87556169,26.76201662,49.30907755,34.402088,43.59327344,38.35102711,15.78753357,29.15484164,72.6494159,50.88399794,43.28324275,26.91756019,42.67595156,41.65457087,28.53139922,38.8565575,61.5612276,37.44058186,72.71149406,8.215753063,24.53986192,68.92133418,70.45957232,45.30608605,57.5741109,53.69694805,48.42408916,29.32242798,31.71049643,4.650290575,55.80761577,11.9176969,14.08130384,41.64808259,9.411893272,14.91560849,43.20054048,49.23579746,5.690390083,21.50481212,54.08874054,37.92705591,47.6160154,64.17899288,45.51532998,28.44805933,21.89903727,24.59887955,40.43532673,46.36189625,4.031790719,47.39875996
32,90.13853965,56.19377163,49.4701783,45.98567843,67.62968068,39.3701711,49.96168835,43.11563291,60.65489679,69.60637727,43.76934671,52.39691839,47.55787089,56.59872665,34.35268108,41.8581068,33.02164149,56.97810016,58.20445789,30.70694961,56.5445747,109.1810183,46.5852637,41.23570023,115.9595553,51.80649065,15.91931577,14.63137524,57.15547834,70.73121023,89.01789817,43.69686598,0,45.52992483,47.52171078,6.530540905,60.22286067,80.59396472,69.42178284,27.19471077,69.4775237,107.3521545,34.56180427,44.14644109,34.98562757,38.80740063,6.93939403,63.04567404,66.17966359,67.1975148,66.7947476,54.59952028,35.57934689,68.10108571,15.91717163,65.50295361,39.03085182,71.62672897,61.67998443,61.01607908,99.01573731,14.3026543,57.6084595,93.8462455,44.98774316,104.9766678,29.10830458,25.59432642,81.23179346,91.51520748,16.35721597,78.50113846,102.9324528,85.71122346,71.45501605,17.80827177,29.70269637,18.76294865,28.42317978,33.68424455,81.05984779,34.0064453,44.27315823,96.13317007,66.19479674,46.71927136,63.52694222,7.131599477,76.66785815,57.29412414,54.78033911,10.12631407,74.33855506,11.72080711,34.16023436,19.59480436,49.61356551,42.28679375,27.76937036
33,57.71500045,42.45544882,17.43216265,16.3336064,28.04617122,10.85959116,13.37503196,25.49066645,38.69602863,34.08297151,13.84379282,17.00733414,25.52201503,25.97969053,15.77024939,15.35282084,37.2715473,59.32782962,38.57907299,24.10791714,33.25282776,70.26624716,1.805348141,10.7974222,34.82689257,49.87973678,16.34691976,24.49389678,44.81117081,58.36525648,39.61508576,22.22183923,45.52992483,0,24.33254261,21.14161277,64.49391988,61.54807318,32.61278619,22.58511454,33.25828543,55.3078273,7.238835988,38.31317616,33.25604097,45.9339387,30.42743065,56.73897771,48.18196807,52.3119616,15.11613966,38.18537906,5.775267833,53.28136266,19.9602674,33.20521752,53.28278134,53.49180902,60.03672757,41.14655317,73.29596644,49.60526442,26.38058887,49.48173991,47.93981117,54.50069884,27.91377809,33.51863889,74.33829284,55.05240294,28.53099687,32.57223319,62.7940419,38.0967662,18.46032259,55.14361768,16.38900726,23.71087053,13.97618133,23.30547248,47.34000151,31.87760506,23.23960544,62.90607622,45.94323511,16.52517211,56.53186524,25.65903014,71.68523474,25.31992796,49.51480125,26.93207379,39.73292161,28.33342201,64.81726911,20.81552171,34.19445321,20.12237904,27.97499968
34,49.07892384,39.11260827,18.38442942,29.01358293,50.80321841,31.46689971,23.1063437,53.59138516,19.04898103,28.30581143,33.91053394,22.20173148,26.44374693,35.38918249,16.80015177,22.13262489,4.566522163,39.35690002,55.62665731,48.83449236,4.457711885,62.67231444,27.52566284,56.58172419,76.74355395,31.95531715,44.74614218,24.87464126,13.88806169,77.34137611,29.04257236,5.166139217,47.52171078,24.33254261,0,37.33908285,94.12703322,24.93167812,66.44565391,47.66355614,50.9332591,85.59235276,36.0021635,7.138327734,10.28520144,11.75682039,41.14125225,32.19516148,41.73909138,32.16240718,46.84845936,65.56674084,41.98060228,15.1494455,56.54079685,80.05471454,30.96869682,36.92686411,24.14465509,56.04599497,49.22924555,30.81742074,48.76820507,85.04938779,24.17766481,72.23905863,6.790205194,27.28807746,96.42328084,78.94101442,64.08123091,44.36976187,55.08569687,46.50910903,31.25343487,29.44419886,11.55432735,53.5057852,17.91208208,11.09841228,64.44628393,4.703954325,4.403111296,53.80229676,55.61981973,8.762595212,31.53856538,59.38499357,56.24638513,41.69060983,48.90029017,53.36624388,50.05545123,34.11164385,27.23109852,26.34714987,53.88365744,10.34570574,84.00635383
35,104.4094658,52.48676387,40.52296625,32.96577635,58.70875407,45.02992939,27.36782366,57.12504345,52.99263306,64.30442726,38.35375623,31.02295251,41.41383881,43.91471516,35.58417467,44.73323593,30.45135596,87.10393258,58.04549605,30.80879907,43.66202196,110.379011,34.32102566,35.08010495,96.89161575,45.56526535,11.22689082,6.560107968,50.56275875,100.3183558,63.249739,39.18767384,6.530540905,21.14161277,37.33908285,0,99.95796385,57.26335924,47.30204926,16.68844175,88.16488295,92.42137399,24.61802078,48.41087551,62.93204876,36.67607115,7.938485664,69.24870605,60.36622708,82.76123961,62.45854937,82.23757155,24.44387415,52.09880501,11.13302894,48.49023205,42.32221825,94.79765947,37.45806973,62.008976,85.33815394,10.72941643,45.98901049,63.4832776,61.78234532,101.9945045,22.74092691,19.8315636,86.92222183,108.9645549,18.76275829,73.78233983,67.1607512,67.41078533,67.9426199,23.15705592,39.51055101,12.01913508,28.99637406,30.26239996,53.91779098,45.91142993,40.67389165,65.43691192,65.85008684,30.19481785,45.29239144,9.180198466,81.87659346,46.34183038,98.1316044,8.821435349,60.38477167,5.194515858,24.98526392,17.50843084,75.9796952,38.96486391,28.50987972
36,55.3793157,32.47152787,48.54666046,37.84447723,24.6386141,32.01915884,47.52642889,27.93406702,44.6623989,37.12172577,60.23536899,53.0286993,40.09379098,36.05550924,61.70697165,51.69179733,72.0783164,77.39853228,28.32988833,52.89439433,94.71729885,36.11633694,52.3438889,70.15388894,6.449594623,55.80377945,63.79773938,69.06377022,121.8544965,26.72189307,68.46557485,87.60504597,60.22286067,64.49391988,94.12703322,99.95796385,0,107.5504309,15.98113022,69.25964657,12.74451133,41.97917687,70.86925789,104.2659247,83.8328329,114.828883,104.7386758,48.06692617,53.72515326,62.0415474,25.78727201,27.72967973,63.76580766,68.69207753,77.22264309,17.6889164,138.6303181,78.54298053,75.37876584,28.91508064,68.7325901,100.584375,22.08923522,18.82401674,107.8512217,40.79344234,86.45764225,105.2905899,44.90071612,22.98761885,57.43788656,29.85789522,65.46998541,21.68052347,21.79411489,73.29692362,81.42567807,82.72822272,66.47195996,51.87186705,13.73308569,84.66744521,53.35835088,63.55565109,22.64935151,68.95833266,66.65255767,105.4403183,59.41620317,41.27897355,17.59634301,73.45019186,38.1354095,89.30520435,114.514351,86.51993707,21.09501654,86.39859935,77.88785744
37,60.80757913,74.79337533,39.60071888,50.17266994,46.89626663,69.05964252,49.13802511,73.46994576,39.56104147,59.4240352,46.92871998,49.09811292,59.65098201,61.27064748,48.07802873,50.17613478,30.82544515,8.181436701,58.12402545,80.68606194,32.35354712,121.0655995,75.92464162,89.82528522,99.5636462,47.34639588,71.45748515,49.95000757,30.82403021,99.89437326,27.71072864,35.5117298,80.59396472,61.54807318,24.93167812,57.26335924,107.5504309,0,62.62086446,108.8225671,87.0843345,107.8907988,59.25844371,22.18396119,19.22860101,29.34841564,96.49225118,61.57823671,69.29538403,26.62054442,76.20427765,61.12191227,78.17272272,37.47767766,95.36457082,95.30250841,20.34351745,22.25296354,9.902911071,94.83063734,85.28174211,61.49876539,52.40361523,72.60094747,14.65991723,134.3662913,32.41895245,53.15503358,77.08306027,70.20625155,64.77569348,59.98901201,67.03360522,67.45900959,79.89184995,47.08688364,45.02778796,56.89721269,46.77762936,48.53918183,75.09809233,37.09832622,30.01774754,53.51455772,102.554539,39.34750783,19.08853426,82.73559418,46.89507683,64.02125962,99.93390379,64.88131172,39.51442914,55.90778079,30.60528082,55.83575442,79.94207535,38.19033969,111.92559
38,68.59540978,25.59847726,34.8354559,40.3230209,15.15553397,28.42232873,26.89618497,16.33827991,31.00892281,28.97201799,27.16866819,24.91975003,33.76514082,23.61213708,47.38490092,27.03386867,62.33154648,93.32967971,25.59491037,41.2284827,47.64853106,40.79778518,37.74406612,43.84818591,18.69294431,36.87359813,75.72211006,48.88749403,93.21579863,25.02564187,42.92006826,37.29695965,69.42178284,32.61278619,66.44565391,47.30204926,15.98113022,62.62086446,0,40.62678916,5.820408698,43.65965178,38.47482814,76.0697251,46.25085683,58.96174608,67.97172152,35.90070145,27.15533365,55.76691045,17.06225319,27.01844665,35.23335942,38.76745212,41.200994,17.55342755,121.2286801,60.98912559,65.18201288,22.87130456,40.82746312,90.16759643,16.09994836,25.35103701,97.74093022,32.13177363,49.38095638,67.24917768,54.05354907,38.67694511,50.01135694,11.53035401,67.33827613,8.213459897,13.21065548,73.80989582,67.8693347,73.99806887,59.9470389,49.06326361,19.39111951,49.8833216,84.65670291,56.07242279,27.17187695,44.14211266,66.05239682,86.34781299,62.51207511,40.13958091,21.64901732,70.97584975,54.94584082,81.74227174,108.3512064,59.81109968,13.52217361,59.85183893,54.19601402
39,97.08468211,77.49491847,42.83096668,52.00456003,65.02067934,50.1493057,43.08825181,44.7132876,72.46135259,69.317905,30.35260335,53.76341955,34.55755526,45.41118578,36.07551791,47.92177696,45.99351345,106.058754,47.44994737,22.90416317,65.55820539,67.59856893,25.91632928,11.59911481,52.12468051,69.17478127,20.05909686,15.34445787,39.80636757,87.66040577,89.44830434,53.47971862,27.19471077,22.58511454,47.66355614,16.68844175,69.25964657,108.8225671,40.62678916,0,69.00903861,95.41727546,15.14475939,50.7537588,83.29254004,41.45491768,20.27005037,62.13629643,93.2372151,80.94917876,31.52048175,69.40643038,14.96572763,89.09522832,8.163228229,49.08902911,78.00519158,68.92401863,71.67296156,46.0680094,88.98240729,22.92290825,42.20819621,84.49515084,66.17312618,83.40503538,58.96175683,42.02231387,77.6717251,61.20398914,2.979506008,42.16410038,95.81997975,48.01020027,33.67532307,34.33698175,37.30191565,10.41248973,34.6180611,29.23735288,73.85572638,64.3228965,61.97100381,125.7488029,37.3794021,32.54824837,82.70137549,19.83025996,101.3602884,19.85265044,61.66396883,13.52653385,71.26537129,18.64670047,45.44304951,17.0651743,51.25753545,35.31647465,9.31248692
40,54.44415573,28.64515059,32.71617557,49.76701131,23.25875103,42.92032824,50.924932,30.42279224,36.49075168,36.95073487,45.48288275,41.52500357,46.99707047,41.03682286,48.53316941,47.12652229,44.93486703,94.82464827,22.41183253,33.52835512,73.9144595,56.67004073,59.64723342,34.83077521,14.26919665,45.69609313,69.97223249,58.13624597,64.44105361,39.4959601,49.46655089,47.23857366,69.4775237,33.25828543,50.9332591,88.16488295,12.74451133,87.0843345,5.820408698,69.00903861,0,49.1959519,37.22508381,51.75366627,76.78484283,104.2702257,87.59825907,39.12030801,43.72809047,67.92514465,27.58978063,34.58399847,36.43628051,59.23359164,71.35091132,17.36864003,116.455659,62.06933414,64.10833255,21.99946836,46.96520049,107.7783996,22.26846494,22.71378475,61.03753026,33.64342481,43.64824763,82.79703992,39.3683708,27.68074631,59.0626683,9.612388467,69.37284729,11.68609405,21.85591319,89.3547566,49.69032967,55.97311236,40.15951824,52.03775104,24.42295884,45.61743952,94.69069059,76.37205775,27.65043768,56.59900532,58.57003281,54.92166606,57.34169888,32.04423668,10.4277384,64.7289254,43.22143742,82.05918316,82.78059928,48.74061049,21.7346633,66.20803428,44.7471878
41,56.01036669,41.37410483,61.63689727,61.52188547,42.33994748,52.10460023,57.83254045,50.64086821,45.80021515,39.22280531,63.16006215,63.11030612,70.87435833,33.61707962,55.77940665,60.2821815,87.94438291,116.3761845,39.0088409,90.35624128,58.29015317,8.363202863,63.59918025,93.51378543,51.77010291,36.66814542,87.99609741,92.40386164,131.7936724,13.56586431,59.49754594,68.88259564,107.3521545,55.3078273,85.59235276,92.42137399,41.97917687,107.8907988,43.65965178,95.41727546,49.1959519,0,62.06183722,75.24490822,82.29283094,110.4045544,92.86510672,54.88784326,38.62165467,88.55390926,85.05518321,31.59465217,59.97989827,46.14265515,75.54550451,83.94638088,127.0877352,59.09231053,86.74478893,70.74403677,30.75673478,84.68150749,62.42416805,19.3278149,103.6877988,12.57954887,88.16469536,88.42382658,3.179237206,17.02467247,116.8822411,53.85097683,24.4351071,52.16390182,63.90131022,79.12537685,58.78307246,96.89534948,64.5060635,89.47757175,36.99321411,64.40404869,64.34810475,45.06739157,106.4030786,66.30765369,94.72499753,100.2515224,25.91060531,58.63059884,61.79964641,74.18916117,44.41090111,103.0477553,78.69518213,72.63467805,30.44596142,56.26784733,99.21242226
42,62.56818317,49.22837258,20.80113806,23.56969805,32.91932575,17.06720388,12.94823556,22.50355237,37.18114932,55.86012929,19.03092405,28.94291136,36.71661697,50.5804649,18.59776654,19.93941651,37.02120051,48.71463362,45.21766076,17.92722153,35.72495994,59.43956439,3.566663032,7.158728858,60.84179676,53.90245806,19.31963924,12.65479065,36.38115195,57.70307876,62.97008762,32.95952553,34.56180427,7.238835988,36.0021635,24.61802078,70.86925789,59.25844371,38.47482814,15.14475939,37.22508381,62.06183722,0,42.97102145,49.35100606,40.57186949,19.81849999,53.57898519,63.26339895,77.59755152,21.44877944,40.58278637,1.505061389,45.74017389,16.67369712,33.86554406,66.48789438,78.97280957,52.46578657,60.35574423,71.09390078,25.91564548,26.88201644,80.40265876,41.38653812,59.62337091,21.34122896,32.24959565,82.07699407,59.68268948,23.22268971,36.33972131,52.56091279,45.10346207,26.13973845,31.13055185,30.30629382,15.94853482,20.28797639,14.58819264,49.48532092,37.41335261,23.7217804,71.38929605,53.11044096,24.72082837,62.54741194,18.20823503,48.40987024,24.65398189,61.15977682,12.48017034,60.57411588,23.91278085,39.68700619,9.751491005,30.27169659,30.04594976,25.47724437
43,38.58853769,48.31166124,27.60032057,38.37966043,37.58404,48.93935527,34.69176156,63.58343585,37.71702262,39.5187453,31.69146068,28.18093024,38.90107606,51.51948391,30.19834456,39.21038389,10.03306351,36.69886538,67.69522781,59.4169699,4.24496394,111.6174926,41.46702309,53.25712001,99.06667386,32.06328163,39.27112834,40.8400463,13.34873155,85.91046443,23.14247418,19.18141161,44.14644109,38.31317616,7.138327734,48.41087551,104.2659247,22.18396119,76.0697251,50.7537588,51.75366627,75.24490822,42.97102145,0,5.039961813,3.892231562,56.30054535,45.5482468,50.39371677,42.12737688,40.51545074,40.24052127,36.3946034,15.75013475,53.28392365,87.51314958,24.79226146,33.87640329,16.01872899,54.8721883,63.98144378,24.7894138,46.85256116,80.31404996,12.91616418,109.2727425,10.95506971,20.39055861,99.64583543,55.18868313,63.51631465,52.25014271,53.56327121,60.91265902,60.40575306,26.85297967,20.08948615,33.7824356,22.61236792,24.68500562,91.03743567,7.481385958,7.160451281,47.33615603,80.67938177,17.92173283,21.22594296,45.71909935,68.29546795,52.15676932,76.51382217,29.32474504,50.28272298,25.1029298,17.0038559,39.44210869,62.81118842,12.99211963,58.13600486
44,46.36390021,32.61800935,28.39059093,35.639785,40.68000668,42.17222967,32.68989524,46.53790558,48.13776275,30.55988349,35.31951161,37.36259238,38.07946084,54.4964609,37.45496851,27.1521944,12.2831496,22.69365573,51.41249573,72.80005168,12.36108622,61.62607236,40.33554739,67.93660169,91.40802642,32.69604976,44.85522936,50.08140826,13.73536193,79.00008672,29.54435859,17.22027038,34.98562757,33.25604097,10.28520144,62.93204876,83.8328329,19.22860101,46.25085683,83.29254004,76.78484283,82.29283094,49.35100606,5.039961813,0,11.23624175,52.2611598,55.12939756,50.10152651,41.0921221,46.53159113,77.6237341,42.43587727,17.30812382,56.25148573,69.04939538,17.09523345,30.76837835,11.80551088,55.42329478,48.77155378,40.9176727,52.60142743,65.98585176,18.95268805,86.80232612,11.25283433,21.28996979,82.52968261,78.12438538,51.36037295,61.79330089,46.95160018,64.04544909,45.27898873,38.46487054,21.61390362,38.64056777,30.91315023,33.71897443,66.57496439,16.53883135,10.95571512,56.07855108,82.78182339,20.83983468,21.84568962,57.96537972,63.15953899,62.02684862,96.35469084,48.29816079,56.93293822,49.8494711,23.71381678,56.86920014,66.61405912,16.8257422,93.26986553
